station_name,count_average,count_week_2010-06-04,count_week_2010-06-11,count_week_2010-06-18,count_week_2010-06-25,count_week_2010-07-02,count_week_2010-07-09,count_week_2010-07-16,count_week_2010-07-23,count_week_2010-07-30,count_week_2010-08-06,count_week_2010-08-13,count_week_2010-08-20,count_week_2010-08-27,count_week_2010-09-03,count_week_2010-09-10,count_week_2010-09-17,count_week_2010-09-24,count_week_2010-10-01,count_week_2010-10-08,count_week_2010-10-15,count_week_2010-10-22,count_week_2010-10-29,count_week_2010-11-05,count_week_2010-11-12,count_week_2010-11-19,count_week_2010-11-26,count_week_2010-12-03,count_week_2010-12-10,count_week_2010-12-17,count_week_2010-12-24,count_week_2010-12-31,count_week_2011-01-07,count_week_2011-01-14,count_week_2011-01-21,count_week_2011-01-28,count_week_2011-02-04,count_week_2011-02-11,count_week_2011-02-18,count_week_2011-02-25,count_week_2011-03-04,count_week_2011-03-11,count_week_2011-03-18,count_week_2011-03-25,count_week_2011-04-01,count_week_2011-04-08,count_week_2011-04-15,count_week_2011-04-22,count_week_2011-04-29,count_week_2011-05-06,count_week_2011-05-20,count_week_2011-05-27,count_week_2011-06-03,count_week_2011-06-10,count_week_2011-06-17,count_week_2011-06-24,count_week_2011-07-01,count_week_2011-07-08,count_week_2011-07-15,count_week_2011-07-22,count_week_2011-07-29,count_week_2011-08-05,count_week_2011-08-12,count_week_2011-08-19,count_week_2011-08-26,count_week_2011-09-02,count_week_2011-09-09,count_week_2011-09-16,count_week_2011-09-23,count_week_2011-09-30,count_week_2011-10-07,count_week_2011-10-14,count_week_2011-10-21,count_week_2011-10-28,count_week_2011-11-04,count_week_2011-11-11,count_week_2011-11-18,count_week_2011-11-25,count_week_2011-12-02,count_week_2011-12-09,count_week_2011-12-16,count_week_2011-12-23,count_week_2011-12-30,count_week_2012-01-06,count_week_2012-01-13,count_week_2012-01-20,count_week_2012-01-27,count_week_2012-02-03,count_week_2012-02-10,count_week_2012-02-17,count_week_2012-02-24,count_week_2012-03-02,count_week_2012-03-09,count_week_2012-03-16,count_week_2012-03-23,count_week_2012-03-30,count_week_2012-04-06,count_week_2012-04-13,count_week_2012-04-20,count_week_2012-04-27,count_week_2012-05-04,count_week_2012-05-11,count_week_2012-05-18,count_week_2012-05-25,count_week_2012-06-01,count_week_2012-06-08,count_week_2012-06-15,count_week_2012-06-22,count_week_2012-06-29,count_week_2012-07-06,count_week_2012-07-13,count_week_2012-07-20,count_week_2012-07-27,count_week_2012-08-03,count_week_2012-08-10,count_week_2012-08-17,count_week_2012-08-24,count_week_2012-08-31,count_week_2012-09-07,count_week_2012-09-14,count_week_2012-09-21,count_week_2012-09-28
72ND STREET-CENTRAL PK WEST,51148.462809917357,49922,51912,57631,55274,52352,47391,51163,55533,54417,53817,52795,50635,49862,48182,46258,52560,53927,52205,52851,56664,57074,53070,56853,58554,51069,48695,46437,54056,51834,42855,37219,48939,43631,41637,42984,44667,44333,47315,41823,45169,47421,52261,48389,47512,49772,52191,56123,54141,53978,52115,53409,48327,55188,56805,52473,54918,47536,52057,53455,53347,54550,54702,50104,50141,37380,47474,53656,50707,41174,51861,54531,56510,54137,52638,61761,51599,50798,49163,52619,51266,46322,40615,49255,45942,43350,44935,45461,45116,46512,44060,45679,48080,51053,52121,37504,55125,55862,56827,53495,55999,55430,50920,60543,52055,57692,62054,58110,49961,50840,55934,55515,58623,54748,55521,54277,55063,52888,48568,56641,53704,54810
75TH AVENUE-QUEENS BLVD,21299.223140495869,18790,21426,20926,20975,20766,18021,20424,20516,20270,20091,19914,19540,20043,19716,17734,21618,21283,21048,22598,21103,22058,21682,22177,22223,22201,18403,21681,22848,22605,20692,17504,21221,21870,20970,21483,22962,23095,22612,20594,22888,22768,22631,22727,22621,22912,22557,21014,21141,22548,22358,22213,19414,22352,22281,21839,21874,19098,21743,21760,21285,21396,21099,20681,20713,16660,19634,22772,22983,17787,22628,21510,22704,22858,22536,22732,23144,19179,22690,23793,23872,22949,17553,20384,22741,21442,22323,23362,23651,23267,21249,23206,23975,23352,23175,17512,22321,8175,20551,22260,22266,22699,19812,21281,19521,22857,22200,21650,21809,18699,21312,21688,21442,21190,21425,21158,20549,20947,19338,22154,21418,21265
75TH STREET & ELDERTS LANE,18637.0,16378,17408,17595,14242,17589,13168,14510,14388,14221,17180,17337,17312,16835,17317,16483,18403,18336,17584,17895,17185,17947,18241,17575,17523,17839,15666,17421,17511,17650,16678,15364,16641,16776,16255,16730,18750,18251,18265,16685,18284,18379,18935,18835,14453,14715,14708,16369,16938,14463,17626,17749,16736,17497,17792,17691,18335,16730,18062,17632,17409,17894,17781,16784,17101,14793,18065,23840,23860,17690,24444,22575,24786,24132,22805,22417,24248,20045,23644,24451,24110,23429,15975,19946,22893,21017,20314,22757,23647,23452,18228,23268,23341,23623,23718,19216,22163,18505,19882,23042,23265,23628,18923,19312,20618,18498,18064,17728,18556,17134,18668,18403,17716,14767,17796,18205,17948,19051,18357,16170,15039,14878
77TH STREET-4TH AVENUE,28352.958677685951,25325,23938,28471,27969,28017,24582,27562,27466,27642,27415,27240,22115,26123,26867,24855,29108,29334,23692,29310,27786,29228,29115,24030,29396,29196,23856,28236,29535,29097,26118,25319,28025,28315,22281,27490,24895,29085,29084,26372,29026,28661,29032,29449,29233,29495,27802,27353,27594,29523,27473,28880,25998,29148,28797,28888,28591,25047,28859,27907,27706,27466,27099,26339,27023,22203,25636,31031,31334,24486,31642,29843,31354,31501,30851,31444,31702,25787,31108,31812,31838,30391,22843,27432,30456,28065,29701,31166,31272,30162,27850,30833,31451,31106,31925,24194,29886,28938,31379,30830,31081,31329,27998,30520,27124,31499,29950,29504,30020,25673,29491,29018,29149,28639,28408,27822,27985,28266,26793,30946,30029,30133
77TH STREET-LEXINGTON AVE,200435.53719008266,180232,205656,208164,176405,192298,164815,171784,188890,188849,187948,185973,182955,180874,180531,172166,207785,214088,207988,209879,205581,211136,211374,211639,217217,213394,166007,202419,217243,212894,179048,150212,197016,198778,187905,198306,204946,205136,202462,184633,203372,205850,214989,201090,202127,210449,211904,199593,205109,215362,218310,215458,175024,214400,209551,206129,204449,171909,200773,198810,198401,198490,195115,184311,180995,147947,185262,217614,225361,167653,219508,212731,220091,222101,220097,226430,224765,174457,213932,228747,227438,203919,151765,192366,208350,194778,205746,210864,195504,207764,188407,213921,215051,216723,217409,155901,210040,203992,217251,221267,221378,222113,198653,224470,193612,226628,214210,209354,208600,169432,202212,203893,202620,189029,187338,192068,182283,185055,182928,216535,209335,219206
79TH STREET-17TH AVENUE,28640.206611570247,27892,29173,29664,27146,28733,28727,30075,27275,29199,29809,29771,29094,25246,28920,28023,30116,29277,29095,29755,29157,30702,24776,28804,28922,28933,25594,29347,29474,29315,27803,21966,29088,28841,27809,27596,29467,30083,29698,26975,29908,29990,30234,28344,26330,29350,30031,24238,26915,24543,24788,24399,27226,29627,29597,29197,30673,27495,30253,29944,27402,14402,23308,26554,27251,24229,24669,31911,33211,25723,30605,30157,42687,34258,33199,32429,31397,26318,34601,31704,28313,29923,113,25690,31426,26840,28029,33650,34251,31565,23511,33025,31786,34054,32306,25718,27476,27739,30838,34569,34568,35517,31637,35820,32837,35031,26829,30084,25642,24738,25509,25417,24893,24409,24333,24246,25413,28008,25657,32096,30734,30788
79TH STREET-BROADWAY,93868.363636363632,89255,99244,98816,97281,90424,85027,93186,77623,77710,87923,87262,86581,85158,86711,83079,96105,79265,75481,95605,95873,98678,90932,96183,103277,96425,92337,93741,101458,101323,94441,78896,90941,92614,91437,92171,93780,94181,92457,90206,93572,95045,95184,94021,94068,96515,97191,97692,93779,98369,102828,100028,90880,99835,100218,97439,97119,85923,95303,91917,91693,91252,91809,87823,85800,66022,88433,98367,104019,74104,101334,98588,103035,104009,104189,110410,103716,96497,98617,106247,108691,103604,80141,91444,94709,90850,94515,95508,95379,96243,92694,96685,97232,98962,95792,71229,99244,94191,98539,101231,101307,100815,89113,102017,90292,103246,98427,96729,96621,84757,92493,92997,95222,92942,92583,91007,89368,90026,89132,100770,96181,99167
7TH AVENUE-9TH STREET,67620.826446280989,55511,63430,64532,64550,63808,55331,65885,63569,63877,62970,61176,57167,55804,57256,55288,64262,64555,64401,65050,62936,67324,66064,67062,67451,53240,39246,61975,66487,65694,57475,42526,64650,66299,58673,75221,82506,82253,82225,72224,81621,82549,82824,83254,82909,84314,84217,77331,78969,83935,83984,56852,62752,72185,71465,69290,69468,57597,70113,65769,65065,68834,66797,60333,59089,47618,59868,72639,59973,54887,72144,69489,75727,74039,73051,73793,61930,45942,72329,76564,77870,72715,46525,67538,75049,69927,73243,75700,76031,74307,63168,74457,75825,74618,75773,57542,58751,63822,74206,74402,75148,75746,65252,82746,67187,77677,73380,71834,74691,60238,71469,69112,72558,68841,67706,63948,61804,61769,60290,55975,66785,55033
7TH AVENUE-PARK PLACE,53831.545454545456,53219,60041,59047,59412,56521,49031,55060,55732,54641,54533,52335,51584,50290,51566,50726,58338,57815,55641,57976,56105,58932,61665,61630,59919,60024,47889,56787,59907,59496,51409,20148,53685,55915,54333,52663,57066,60125,57089,54810,57053,45854,45541,45006,53585,55528,56159,43325,53395,57130,55693,57737,50897,57470,57242,57936,56780,48272,58009,57191,55014,54217,53933,51211,50837,41147,51023,57164,60558,39277,58264,55507,47532,59608,59782,61881,63305,51628,49182,61672,62754,57655,37047,52645,47525,43562,54738,47787,57860,55949,34937,52492,56753,56392,56432,43862,58686,53169,58923,58951,58516,58697,52521,59827,52961,59037,56864,56029,56272,47089,52459,52238,51732,50362,49746,47300,47868,48042,47840,55811,53417,55220
81ST STREET-MUSEUM,71346.586776859505,66482,70638,76421,77115,75588,73407,82854,83256,82513,76845,76243,73912,71167,64068,60517,65076,65097,70392,65751,69177,68000,68152,70290,74114,65769,76498,65918,69329,66071,64615,71921,69484,59795,60530,57911,59761,59250,61889,70854,61977,68629,71580,69961,66770,67773,68640,91479,76817,70362,71690,68571,64385,72872,77576,74493,73518,73605,76676,80814,83937,79129,77364,75127,68098,47035,65613,68153,63552,55567,67772,72566,71026,73004,70935,77285,69194,74194,65799,69620,68168,69689,80634,73263,63626,61366,61606,60442,59525,62725,73205,63545,65550,72361,68408,50683,80117,84138,74419,78115,76249,72685,67039,81049,70676,81380,82357,81203,84090,75357,81411,88201,84700,87329,85409,81213,80043,75645,65872,69313,69664,70639
82ND STREET-JACKSON HEIGHTS,89691.74380165289,92122,95434,90277,90588,90596,88446,93367,93083,91458,88019,90297,85780,87233,93119,90097,93256,92503,86510,91269,87024,86758,86796,86783,85625,85676,78368,85168,81085,83994,84531,75736,82304,84532,83565,83853,90836,91620,90592,84413,89443,87823,89732,91202,87793,87724,91410,87591,86559,90940,87177,90678,82885,86526,90598,92494,92957,86684,91928,92545,89508,92260,93318,88735,91751,72873,89800,100617,98794,75605,99318,93449,99690,99856,95615,94885,97239,86068,96475,96455,96872,95389,82991,81672,91713,87230,87557,91905,92998,91734,83875,91576,91980,92208,93398,67503,91232,91197,94118,95347,92732,96769,81898,94769,92637,94846,85525,86666,93329,86199,93256,89644,94224,90516,89385,92732,92087,93777,89762,92629,85266,91845
85TH STREET & FOREST PKWAY,20160.388429752067,18564,19903,19948,16076,20283,14601,16151,16066,16205,19619,19375,19222,18824,19743,18260,20073,20283,19605,20464,19909,20415,20463,20462,20354,20696,17751,19784,19996,19715,18673,18137,19023,19175,18873,19179,21409,20812,21116,19151,20722,20554,20904,20176,16503,16759,16750,18724,19629,16772,19746,20450,18647,20191,20339,20245,20798,18806,20550,20382,20291,20582,20260,19082,19521,16860,19749,23262,23227,17613,23604,22193,23498,23484,22295,22595,23269,19883,23074,23016,23231,22960,18229,20137,22330,20679,21420,23231,23461,22904,20950,22990,23562,23419,23843,17767,22637,20810,19480,22731,23247,23578,18449,19086,20934,18835,20852,20701,21161,19432,21312,20938,20474,16869,20434,20244,20544,20897,19905,17621,16913,16847
86TH ST-CENTRAL PARK WEST,55068.768595041322,50472,55472,56076,54605,52291,45596,55650,55646,53990,51089,50585,49668,47672,49917,46547,56836,59671,58976,57823,56363,59452,58832,59167,60748,58633,51333,55325,58366,57474,47126,34511,52357,53341,50064,51977,54637,54854,54771,47090,54411,55250,58107,53976,53475,56815,57895,52787,54942,58620,56737,56057,48928,55821,54792,53332,52367,45582,53254,51494,52410,51924,50101,48288,47751,37709,49748,62903,55828,47570,61201,58439,61575,63719,61476,64995,62528,51372,60488,63343,62843,53933,37785,54218,59768,54781,58328,59440,59837,59389,50763,59241,60480,60787,58974,43972,59901,56211,62824,61867,63107,62995,58279,64099,54670,62690,59259,57341,56782,46761,56925,56177,55766,54006,52998,51747,51572,51383,51579,60456,57162,59212
86TH STREET-4TH AVENUE,50683.479338842975,45541,38957,49087,49011,50083,45371,48708,49216,48606,48578,48156,37774,46888,48368,46599,52697,51779,39624,51569,49646,51415,51154,40451,50964,50933,44030,50354,52087,50457,50371,45419,47738,48118,36114,46666,40725,49709,50324,45482,50135,50182,50907,50587,51146,51268,48368,48287,48510,51488,49092,51663,47488,50893,50905,51130,50687,45640,50461,49461,49207,49715,49225,47047,48571,38580,50041,57573,57863,43074,59314,55251,58784,59433,56390,57253,57249,49351,56879,59427,59378,60176,45196,49655,54086,51324,51931,56604,56813,55605,50428,55605,58261,56803,58338,44045,55275,50342,56819,55963,56268,56771,49484,55246,50793,55623,52088,51168,52781,47032,51354,50619,51492,50692,50185,49312,49459,51213,50856,54742,52497,53085
86TH STREET-AVENUE V,13369.603305785124,12884,13449,13618,14065,13928,12604,12523,13213,13418,13363,13142,13013,12943,12287,10684,13287,13346,12832,12679,11009,11226,12992,12384,11176,12479,10001,10845,11969,11785,10849,4765,11156,11442,11343,10904,12383,12354,12782,10450,11561,11586,12860,13091,13422,13369,13041,12492,12540,13626,12589,13846,12309,12676,12753,13318,12680,11855,12977,12489,13323,13326,13856,11754,12368,9054,12959,15104,15126,11268,15527,14983,15837,16013,14862,14751,15946,14700,15663,15951,15593,15127,12137,13526,15058,14536,13114,14832,14938,14875,13691,15460,15719,15431,15897,11601,15882,13408,15741,14819,15285,15137,13224,13751,13109,14419,13698,12887,14116,13783,17227,16771,15466,14574,14557,14256,14257,14021,13769,14623,13998,14386
86TH STREET-BROADWAY,107897.6694214876,98586,109637,111523,108736,102562,92776,105495,93513,93158,99695,97469,97531,95200,96223,93231,108274,93836,90484,109567,108374,112861,105384,111632,113093,112698,97521,108893,117557,116233,104608,82714,101725,105349,104294,106514,111325,110770,108560,102134,109355,109304,107523,107342,107901,111461,110109,103567,104339,112924,113836,108943,98972,107558,109294,107792,107068,93449,107454,104834,104342,100993,98382,94570,93855,76407,99157,118310,124044,89368,120770,113129,121348,124512,123246,124645,124958,106013,118630,126574,128371,120955,87457,109132,118472,113722,118567,121095,121009,119833,107933,119213,120963,117944,116152,89353,117852,107232,118508,123244,122307,123479,105511,120224,90836,119797,113523,110139,109558,94770,105350,106963,107987,104455,101221,98669,96610,98545,101461,116203,110558,114432
86TH STREET-LEXINGTON AVE,349460.00826446281,316956,364443,364045,363824,343881,292705,355929,345813,335220,334263,328607,321710,313523,313607,301975,356607,365976,358871,361109,354304,368989,364600,361956,372345,365870,298527,348775,372671,365220,328536,260068,339410,336856,325985,330182,344324,345580,350740,318048,350314,351487,362366,343960,342691,355835,357253,344695,341193,361411,370979,365292,325008,363189,377295,358455,355690,296111,349201,340144,342506,345831,333811,320159,318057,255762,318415,367290,386861,288735,379595,358753,378798,376770,378395,390984,387779,313706,371350,395652,398273,371765,283549,341276,364119,346567,360199,367703,372281,361343,337026,364862,371232,372645,367119,265827,366453,353265,373295,372302,377696,380849,334471,374943,331095,385236,382990,364559,368583,303937,356327,358960,355935,362193,355068,342823,344688,331525,324762,376143,368778,378171
8TH AVENUE-14TH STREET,226734.58677685951,195531,220963,217505,219504,229346,192040,215089,214949,209991,210230,208074,207859,202080,203460,203543,234823,228524,218823,225922,217099,224127,225416,233946,227894,225253,172432,208059,227217,232225,192407,141454,201553,202645,196880,201773,214828,216943,222085,197628,212098,207724,219897,220239,218854,222841,227324,224247,223666,234742,235314,237797,209491,227865,234843,223439,253917,206838,231461,227206,225814,225031,218974,214032,212120,167151,209871,241509,238023,186730,248667,236731,259255,260063,256797,254269,253371,199147,233315,256502,263849,238607,163249,222490,236511,221069,227137,242412,245907,255489,220773,236396,238401,241539,250718,186030,250286,239063,252234,250746,254496,255892,228884,260662,231671,260835,253720,248308,280216,221627,235102,246106,252356,242513,240107,234651,235656,230487,236948,260318,250107,254022
8TH AVENUE-62ND STREET,63232.008264462813,63851,64832,65343,65091,68002,63865,63202,65555,66366,65994,67909,67688,63175,57938,58112,64821,66412,61351,63245,57046,57504,61583,60989,57271,60295,56478,55389,58418,56271,56969,29523,57496,57364,55988,54996,60291,60057,61500,54501,57547,57226,62135,60185,60656,61019,60888,61281,59670,57082,54674,57582,60509,62036,62135,63761,60238,60331,65374,62790,59211,59949,66251,57130,63752,47310,62981,63850,66949,51042,69172,68685,70542,70758,67717,70471,69371,69010,65559,69776,64918,65528,66312,65943,69686,66873,59054,69119,67707,65474,64970,67494,70051,69436,71239,48476,68495,66684,69962,62939,69107,69715,56892,65112,64195,67882,63496,62793,67980,68262,69658,68014,69251,68969,69864,69906,68946,67629,66712,68647,68801,69596
8TH STREET & BROADWAY,106155.51239669422,90222,100851,100433,99882,102446,89532,102249,103446,103271,105864,100087,100229,96073,101424,105010,113634,112943,113098,113425,112300,95631,98609,119644,95739,93627,88529,105099,111535,107849,99139,69679,92415,90786,88365,98185,105243,113605,111808,105175,114549,114892,104259,114410,112839,116278,115030,120079,110548,111398,108993,109725,97189,106376,105946,108178,107374,92720,106082,106509,103057,97296,95222,98167,100996,77156,107321,112807,100625,80457,122771,116782,123372,123970,127081,124319,122163,103140,113580,122179,122339,114181,81040,91935,91316,100314,109242,114900,116889,116550,119458,121666,103266,115238,119491,90317,123813,117494,119260,120628,117873,114903,98667,111187,100609,113242,113629,108295,111482,93596,106788,109562,109775,107343,102735,85736,99139,94511,99857,107986,107932,107717
90TH STREET/ELMHURST AVENUE,98032.247933884297,97397,100812,100137,100658,100459,95625,99817,101349,99950,97706,96642,96447,95782,99948,95075,99531,99655,94926,97337,93503,95220,94483,93521,93067,93608,84268,90726,91588,91236,92607,81954,88708,91681,90086,90866,96994,96986,96523,92315,95722,94724,97730,98027,97158,96139,99636,95537,96507,99436,95339,99359,93233,98020,98067,99560,100778,94093,98548,100159,97067,100339,100855,97325,99348,80162,95276,107598,106186,80539,106203,102428,105744,106723,103155,105077,105284,95271,105461,105346,106357,104246,89569,91927,100245,96661,97700,103652,104017,102292,96871,102477,103330,104279,105612,77840,101360,101503,105386,106405,104037,106661,90025,105120,100894,105212,97014,98004,101225,93608,101534,97753,100866,99847,97044,100096,100627,101881,96542,102003,97256,100572
96TH ST-CENTRAL PARK WEST,46563.933884297519,44266,49635,49139,48872,46612,40291,46520,47245,46569,46530,44939,43913,42108,43408,39765,48711,49189,49673,49632,47439,50627,50381,49863,50165,49424,39896,46708,48732,48104,40372,30157,43909,44375,42200,43385,45565,45917,49581,39082,45648,46358,48563,45800,44861,47896,48992,43845,45888,49779,47081,49402,42321,47331,47171,46160,45507,39550,45445,44510,44767,45481,43970,43031,42619,34358,41399,49893,46955,37547,51118,48148,51104,52122,50619,51788,51175,42369,50384,51724,51853,47073,32781,43739,48704,44336,47590,49187,49378,48809,42228,48624,49231,49765,48715,36122,49217,47218,53462,51378,51886,53313,47606,52862,45921,52831,51452,50023,50063,41459,48476,47825,48153,46857,45628,45586,45194,43962,41757,50723,48350,49321
96TH STREET-BROADWAY,214011.43801652893,190431,206857,209333,213774,221636,197777,220651,223763,223303,205830,198635,195544,190723,196433,193906,223835,246937,242928,216150,208319,217347,221474,213257,216258,224156,186929,206759,222088,217049,196868,160197,201763,201866,193209,196322,208207,210650,209951,192936,214629,217203,252139,214498,211935,220126,221738,200145,206386,220687,224546,217656,196472,212183,217445,213888,213089,184418,206102,200632,202017,200474,198025,190606,192883,156172,195382,228710,236426,171052,233290,221928,233431,240523,234844,235915,238005,200244,230996,241815,244258,228380,169569,207870,223020,212369,222445,230362,232327,228571,204932,230354,241982,243696,231786,171554,229504,209065,234540,235801,231148,240224,209171,238139,213277,240508,229741,222399,221999,194853,214037,213174,216320,210859,206937,202877,201027,203074,204004,231239,219978,225308
96TH STREET-LEXINGTON AVE,136168.19834710745,115881,140758,134363,121273,127382,110987,119076,128079,127553,124384,123798,123939,124020,124407,117965,141251,144438,141913,142439,138121,143192,142450,141126,143743,143525,110534,135376,142717,140998,117710,91974,130205,132288,124672,131845,140244,141660,140428,120255,139976,140016,139927,138385,138806,142250,141801,128658,134634,144270,141032,139189,120332,138982,142277,138186,136984,117734,139145,136469,134341,132761,132075,127220,126813,105950,125161,153009,159203,116931,154904,146116,156812,157038,155137,156889,156146,120063,150131,155928,154521,141248,96203,129056,144648,132324,144930,150243,150288,150608,125891,150690,151849,149438,149607,112911,145466,132936,152520,152002,151651,150531,132954,147191,128405,149191,142575,138782,139241,116089,135606,137319,138584,131728,127979,128170,125142,127818,125696,147508,141814,146349
